Data da atividade,Nome da atividade,Tipo de atividade,Descrição da atividade,Tempo decorrido,Distância,Frequência cardíaca máxima,Esforço relativo,Deslocamento,Observação privada da atividade,Equipamento da atividade,Peso do atleta,Peso da bicicleta,Tempo decorrido,Tempo de movimentação,Distância,Velocidade máx.,Velocidade média,Ganho de elevação,Perda de elevação,Elevação mínima,Elevação máxima,Inclinação máxima,Inclinação média,Inclinação positiva média,Inclinação negativa média,Cadência máxima,Cadência média,Frequência cardíaca máxima,Frequência cardíaca média,Máximo de watts,Média de watts,Calorias,Temperatura máxima,Temperatura média,Esforço relativo,Total de trabalho,Número de corridas,Tempo de subida,Tempo de descida,Outro tempo,Percepção de esforço,Tipo,Hora de início,Média ponderada de potência,Contagem de potência,Usar Percepção de esforço,Percepção de esforço relativo,Deslocamento,Peso total levantado,Da atividade carregada,Distância ajustada à inclinação,Tempo de observação do clima,Condição climática,Temperatura atmosférica,Temperatura aparente,Ponto de orvalho,Umidade,Pressão atmosférica,Velocidade do vento,Rajada de vento,Direção do vento,Intensidade da precipitação,Hora do nascer do sol,Hora do pôr do sol,Fase da lua,Probabilidade de precipitação,Tipo de precipitação,Nebulosidade,Visibilidade,Índice UV,Previsão de ozônio,Contagem de pulos,Garra total,Fluxo médio,Sinalizado,Velocidade média (tempo decorrido),Distância na terra,Distância recém-explorada,Distância de terra recém-explorada,Contagem de atividades,Total de passos,Economia de carbono
24 de jul de 2020 16:08:16,Deslocamento,Pedalada,,2344,"5,48",,,false,,Branquela,,16.0,2344.0,2019.0,5488.89990234375,13.899999618530273,2.718623161315918,129.76272583007812,147.56300354003906,684.5999755859375,760.5,43.70000076293945,-0.32429084181785583,,,,,,,,206.43356323242188,464.72113037109375,,,,,,,,,4.0,,,,,0.0,22.0,0.0,,1.0,,1595606400.0,1.0,25.299999237060547,25.299999237060547,11.949999809265137,0.4300000071525574,1020.0,3.490000009536743,5.989999771118164,28.0,0.0,1595582976.0,1595622656.0,0.1599999964237213,0.0,,0.0,16093.0,6.0,256.0,,,,,,5085.7998046875,,,,,
25 de jul de 2020 09:58:12,PASSA UM,Pedalada,,9616,"34,15",,,false,,Branquela,,16.0,9616.0,7861.0,34154.5,16.700000762939453,4.344803333282471,790.5186767578125,791.3189697265625,549.7999877929688,804.0,47.70000076293945,-0.002342297462746501,,,,,,,,204.613037109375,1793.43603515625,,,,,,,,,5.0,,,,,0.0,141.0,0.0,,1.0,,1595667584.0,1.0,14.289999961853027,14.289999961853027,13.5,0.949999988079071,1022.2999877929688,2.3399999141693115,2.390000104904175,4.0,0.006200000178068876,1595669376.0,1595709184.0,0.1899999976158142,0.009999999776482582,5.0,0.019999999552965164,16093.0,0.0,253.39999389648438,,,,,,17527.900390625,,,,,
25 de jul de 2020 12:48:31,Caminhada matinal,Caminhada,,2108,"1,66",,,false,,Nike Air,,,2108.0,1489.0,1659.9000244140625,4.699999809265137,1.1147750616073608,61.280555725097656,61.180599212646484,693.9000244140625,744.5999755859375,49.20000076293945,0.0060244593769311905,,,,,,,,,171.72471618652344,,,,,,,,,,,,,,0.0,,0.0,,1.0,,1595678464.0,1.0,18.09000015258789,18.09000015258789,14.029999732971191,0.7699999809265137,1023.2000122070312,3.809999942779541,5.96999979019165,5.0,0.0,1595669376.0,1595709184.0,0.1899999976158142,0.0,,0.14000000059604645,16093.0,3.0,253.1999969482422,,,,,,1516.300048828125,,,,,
27 de jul de 2020 10:00:00,Só estradão para soltar . SEGUNDOU !!!!,Pedalada,,6060,42,,,false,,Branquela,,16.0,6060.0,6060.0,42000.0,,6.93069314956665,,,,,,0.0,,,,,,,,,,,,,,,,,,4.0,,,,,,67.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 de jul de 2020 09:59:36,Pedalada matinal,Pedalada,,8286,"38,73",,,false,,Branquela,,16.0,8286.0,7762.0,38729.80078125,16.5,4.9896674156188965,755.4320678710938,754.4320068359375,666.0999755859375,887.2000122070312,38.20000076293945,0.002581991022452712,,,,,,,,232.14671325683594,2009.1463623046875,,,,,,,,,4.0,,,,,0.0,86.0,0.0,,1.0,,1595926784.0,1.0,11.779999732971191,11.779999732971191,10.760000228881836,0.9300000071525574,1020.0,1.9299999475479126,3.6700000762939453,2.0,0.0,1595928576.0,1595968384.0,0.30000001192092896,0.0,,0.0,16093.0,0.0,261.29998779296875,,,,,,21767.19921875,,,,,
29 de jul de 2020 10:07:30,"Subida do Vagão Escola "" GG Easy""",Pedalada,,5581,"29,69",,,false,,Branquela,,16.0,5581.0,5079.0,29689.80078125,16.600000381469727,5.84559965133667,534.1246948242188,533.0250244140625,549.7999877929688,804.7000122070312,18.0,0.0037049760576337576,,,,,,,,264.25982666015625,1496.52685546875,,,,,,,,,5.0,,,,,0.0,91.0,0.0,,1.0,,1596016768.0,1.0,13.920000076293945,13.920000076293945,12.609999656677246,0.9200000166893005,1020.0,1.0700000524520874,1.399999976158142,349.0,0.0,1596014848.0,1596054784.0,0.3400000035762787,0.0,,0.12999999523162842,16093.0,0.0,257.1000061035156,,,,,,9708.7998046875,,,,,
31 de jul de 2020 09:58:27,Estradão,Pedalada,,8343,"51,37",,,false,,Branquela,,16.0,8343.0,7916.0,51370.6015625,15.800000190734863,6.489464282989502,760.8411254882812,759.6409912109375,472.1000061035156,798.7000122070312,19.399999618530273,0.0023359665647149086,,,,,,,,257.3887939453125,2271.802734375,,,,,,,,,7.0,,,,,0.0,252.0,0.0,,1.0,,1596185984.0,3.0,13.720000267028809,13.720000267028809,13.010000228881836,0.949999988079071,1026.4000244140625,1.6100000143051147,3.5799999237060547,166.0,0.2921999990940094,1596187648.0,1596227712.0,0.4099999964237213,0.12999999523162842,5.0,1.0,16093.0,0.0,263.8999938964844,,,,,,3790.60009765625,,,,,
1 de ago de 2020 10:33:11,Sabadao de cicloturismo,Pedalada,,8483,"21,37",,,false,,Branquela,,16.0,8483.0,6957.0,21373.099609375,13.899999618530273,3.072171926498413,598.6060180664062,598.5059814453125,666.0999755859375,915.7000122070312,49.29999923706055,0.0004678778350353241,,,,,,,,191.38861083984375,1484.6119384765625,,,,,,,,,6.0,,,,,0.0,183.0,0.0,,1.0,,1596275968.0,2.0,12.829999923706055,12.829999923706055,11.569999694824219,0.9200000166893005,1027.300048828125,1.4600000381469727,2.009999990463257,38.0,0.026200000196695328,1596274048.0,1596314112.0,0.4399999976158142,0.07999999821186066,5.0,0.3499999940395355,16093.0,0.0,255.10000610351562,,,,,,,,,,,
5 de ago de 2020 09:56:53,Pedalada matinal,Pedalada,,4192,"23,83",,,false,,Branquela,,16.0,4192.0,3815.0,23830.099609375,15.199999809265137,6.246421813964844,329.4517822265625,329.552001953125,694.0,798.7000122070312,20.0,-0.0004196373629383743,,,,,,,,261.84637451171875,1113.8209228515625,,,,,,,,,3.0,,,,,0.0,31.0,0.0,,1.0,,1596617984.0,1.0,10.84000015258789,10.84000015258789,9.729999542236328,0.9300000071525574,1028.699951171875,1.2100000381469727,1.2100000381469727,21.0,0.0,1596619392.0,1596659840.0,0.5799999833106995,0.0,,0.0,16093.0,0.0,266.8999938964844,,,,,,3643.5,,,,,
6 de ago de 2020 09:30:29,Deslocamento,Pedalada,,2913,"9,75",,,false,,Branquela,,16.0,2913.0,2308.0,9758.0,12.899999618530273,4.227902889251709,187.64891052246094,188.8489990234375,684.5999755859375,760.5,36.400001525878906,-0.012297602370381355,,,,,,,,215.45755004882812,554.4639282226562,,,,,,,,,5.0,,,,,0.0,41.0,0.0,,1.0,,1596704384.0,3.0,13.029999732971191,13.029999732971191,11.579999923706055,0.9100000262260437,1027.5999755859375,1.2100000381469727,3.640000104904175,53.0,0.050599999725818634,1596705792.0,1596746240.0,0.6100000143051147,0.03999999910593033,5.0,1.0,16093.0,0.0,263.5,,,,,,9299.0,,,,,
9 de ago de 2020 09:57:51,Amaciando a carne depois de alguns dias sem Bike kkkk,Pedalada,,4305,"25,46",,,false,,Branquela,,16.0,4305.0,4080.0,25459.599609375,16.600000381469727,6.240097999572754,394.0895080566406,394.489990234375,694.0999755859375,887.9000244140625,23.700000762939453,-0.0015711166197434068,,,,,,,,229.9742889404297,1046.19775390625,,,,,,,,,3.0,,,,,0.0,34.0,0.0,,1.0,,1596963584.0,1.0,12.020000457763672,12.020000457763672,12.020000457763672,1.0,1025.800048828125,1.1399999856948853,1.1399999856948853,48.0,0.008700000122189522,1596964864.0,1597005440.0,0.699999988079071,0.019999999552965164,5.0,0.05999999865889549,16093.0,0.0,266.1000061035156,,,,,,8496.5,,,,,
10 de ago de 2020 09:23:53,Agora estou normal de novo kkkk,Pedalada,,11172,"53,92",,,false,,Branquela,,16.0,11172.0,10303.0,53925.0,16.200000762939453,5.233912467956543,741.0792846679688,743.3790283203125,657.4000244140625,903.4000244140625,46.79999923706055,-0.004265183117240667,,,,,,,,207.57066345214844,2384.54345703125,,,,,,,,,5.0,,,,,0.0,186.0,0.0,,1.0,,1597049984.0,1.0,11.90999984741211,11.90999984741211,10.34000015258789,0.8999999761581421,1021.2999877929688,1.25,1.440000057220459,11.0,0.011599999852478504,1597051264.0,1597091968.0,0.7300000190734863,0.03999999910593033,5.0,0.0,16093.0,0.0,264.29998779296875,,,,,,32855.19921875,,,,,
11 de ago de 2020 09:23:20,"Essa área muito boa, sem cascalho só terra. Caminho calmo sem veículo",Pedalada,,6776,"31,66",,,false,,Branquela,,16.0,6776.0,6079.0,31664.599609375,14.899999618530273,5.208849906921387,654.2039794921875,653.7039794921875,520.5,798.7000122070312,49.5,0.0015790504403412342,,,,,,,,248.2090606689453,1682.3817138671875,,,,,,,,,5.0,,,,,0.0,109.0,0.0,,1.0,,1597136384.0,1.0,11.350000381469727,11.350000381469727,9.640000343322754,0.8899999856948853,1019.2999877929688,1.9299999475479126,1.940000057220459,359.0,0.007199999876320362,1597137664.0,1597178368.0,0.7599999904632568,0.009999999776482582,5.0,0.0,16093.0,0.0,263.8999938964844,,,,,,8216.599609375,,,,,
13 de ago de 2020 09:24:03,Vagão + passa um,Pedalada,,7538,"32,65",,,false,,Branquela,,16.0,7538.0,6868.0,32656.5,15.0,4.75487756729126,730.2344360351562,731.2340087890625,549.7999877929688,808.0999755859375,49.400001525878906,-0.003062177449464798,,,,,,,,230.08560180664062,1761.9571533203125,,,,,,,,,4.0,,,,,0.0,76.0,0.0,,1.0,,1597309184.0,1.0,15.609999656677246,15.850000381469727,15.609999656677246,1.0,1017.0999755859375,3.4600000381469727,9.25,10.0,0.0,1597310464.0,1597351168.0,0.8199999928474426,0.0,,0.1899999976158142,16093.0,0.0,262.79998779296875,,,,,,16369.400390625,,,,,
15 de ago de 2020 10:06:11,"Trilha da Pepsi + trilha nova Hoje só reconhecimento, +2 quedas kkk",Pedalada,,16642,"36,12",,,false,,Branquela,,16.0,16642.0,12681.0,36123.8984375,15.800000190734863,2.848663330078125,952.3262939453125,952.5260009765625,484.70001220703125,923.5,50.0,-0.0005536500830203295,,,,,,,,185.7101287841797,2625.812255859375,,,,,,,,,8.0,,,,,0.0,545.0,0.0,,1.0,,1597485568.0,1.0,16.25,16.25,13.220000267028809,0.8199999928474426,1015.4000244140625,4.019999980926514,8.15999984741211,359.0,0.0,1597483136.0,1597523968.0,0.8899999856948853,0.0,,0.0,16093.0,0.0,260.1000061035156,,,,,,16220.2998046875,,,,,
17 de ago de 2020 09:37:38,Deslocamento,Pedalada,,1577,"5,12",,,false,,Branquela,,16.0,1577.0,1115.0,5124.5,12.899999618530273,4.595963954925537,75.90418243408203,66.2042007446289,684.5999755859375,711.2000122070312,35.5,0.1892867535352707,,,,,,,,232.74021911621094,289.3481750488281,,,,,,,,,2.0,,,,,0.0,5.0,0.0,,1.0,,1597654784.0,3.0,15.600000381469727,15.710000038146973,14.899999618530273,0.9599999785423279,1015.7999877929688,1.3300000429153442,1.6799999475479126,19.0,0.0,1597655808.0,1597696896.0,0.9599999785423279,0.0,,1.0,15108.0,0.0,260.29998779296875,,,,,,4360.39990234375,,,,,
17 de ago de 2020 11:17:59,Corrida matinal,Corrida,,2291,"5,54",,,false,,Nike Air,,,2291.0,2251.0,5546.0,5.900000095367432,2.4637937545776367,168.7333526611328,162.23300170898438,689.7999877929688,756.0999755859375,30.5,0.11720158904790878,,,,,,,,,684.5194091796875,,,,,,,,,4.0,,,,,0.0,25.0,0.0,,1.0,6616.60009765625,1597661952.0,3.0,17.3799991607666,17.3799991607666,14.699999809265137,0.8399999737739563,1016.7999877929688,2.869999885559082,4.539999961853027,16.0,0.0,1597655808.0,1597696896.0,0.9599999785423279,0.0,,1.0,16093.0,1.0,262.1000061035156,,,,,,0.0,,,,,
17 de ago de 2020 19:41:22,Deslocamento,Pedalada,,1537,"5,44",,,false,,Branquela,,16.0,1537.0,1343.0,5440.10009765625,14.0,4.0507073402404785,127.52333068847656,146.92300415039062,684.5999755859375,760.5,48.599998474121094,-0.35661110281944275,,,,,,,,223.59889221191406,334.82720947265625,,,,,,,,,3.0,,,,,0.0,11.0,0.0,,1.0,,1597690752.0,2.0,25.190000534057617,25.239999771118164,15.880000114440918,0.5600000023841858,1013.2000122070312,2.4700000286102295,3.9700000286102295,83.0,0.21160000562667847,1597655808.0,1597696896.0,0.9599999785423279,0.07999999821186066,5.0,0.8600000143051147,16093.0,1.0,262.1000061035156,,,,,,4985.7998046875,,,,,
18 de ago de 2020 09:17:40,Deslocamento,Pedalada,,1544,"5,35",,,false,,Branquela,,16.0,1544.0,1292.0,5354.7001953125,14.199999809265137,4.144504547119141,86.93418884277344,72.0342025756836,684.5999755859375,721.2999877929688,30.299999237060547,0.2782602310180664,,,,,,,,245.02484130859375,352.9781188964844,,,,,,,,,2.0,,,,,0.0,6.0,0.0,,1.0,,1597741184.0,2.0,15.5600004196167,15.600000381469727,14.470000267028809,0.9300000071525574,1016.0999755859375,0.8299999833106995,1.3300000429153442,10.0,0.0,1597742208.0,1597783296.0,1.0,0.0,,0.41999998688697815,16093.0,0.0,267.29998779296875,,,,,,4455.5,,,,,
18 de ago de 2020 09:50:11,Corrida matinal,Corrida,,1429,"3,49",,,false,,Nike Air,,,1429.0,1362.0,3496.0,6.099999904632568,2.5668134689331055,106.35891723632812,113.45899963378906,689.7999877929688,759.0,38.599998474121094,-0.20308925211429596,,,,,,,,,428.4375915527344,,,,,,,,,3.0,,,,,0.0,11.0,0.0,,1.0,4141.2998046875,1597741184.0,2.0,15.5600004196167,15.600000381469727,14.470000267028809,0.9300000071525574,1016.0999755859375,0.8299999833106995,1.3300000429153442,10.0,0.0,1597742208.0,1597783296.0,1.0,0.0,,0.41999998688697815,16093.0,0.0,267.29998779296875,,,,,,0.0,,,,,
18 de ago de 2020 19:39:16,Deslocamento,Pedalada,,1334,"5,47",,,false,,Branquela,,16.0,1334.0,1170.0,5473.10009765625,14.100000381469727,4.677863121032715,126.88309478759766,143.18299865722656,684.5999755859375,760.5,37.29999923706055,-0.29782024025917053,,,,,,,,242.39476013183594,316.2164001464844,,,,,,,,,3.0,,,,,0.0,9.0,0.0,,1.0,,1597777152.0,2.0,25.700000762939453,25.780000686645508,16.25,0.5600000023841858,1013.0,3.3399999141693115,4.75,36.0,0.0,1597742208.0,1597783296.0,1.0,0.0,,0.38999998569488525,16093.0,1.0,270.79998779296875,,,,,,5067.2998046875,,,,,
19 de ago de 2020 09:36:50,Deslocamento,Pedalada,,1458,"5,22",,,false,,Branquela,,16.0,1458.0,1275.0,5226.5,14.399999618530273,4.099215507507324,78.86241149902344,65.16239929199219,684.5999755859375,711.7999877929688,22.5,0.262125700712204,,,,,,,,213.58741760253906,303.640625,,,,,,,,,4.0,,,,,0.0,14.0,0.0,,1.0,,1597827584.0,1.0,16.020000457763672,16.020000457763672,11.979999542236328,0.7699999809265137,1015.2000122070312,3.640000104904175,8.600000381469727,9.0,0.0,1597828480.0,1597869696.0,0.029999999329447746,0.0,,0.0,16093.0,0.0,265.79998779296875,,,,,,4437.7998046875,,,,,
19 de ago de 2020 19:46:33,Deslocamento,Pedalada,,1334,"5,68",,,false,,Branquela,,16.0,1334.0,1074.0,5681.2998046875,13.199999809265137,5.289851188659668,48.54465103149414,66.4447021484375,684.5999755859375,715.9000244140625,37.5,-0.31506872177124023,,,,,,,,213.25613403320312,255.37619018554688,,,,,,,,,4.0,,,,,0.0,11.0,0.0,,1.0,,1597863552.0,1.0,27.399999618530273,28.040000915527344,17.040000915527344,0.5299999713897705,1011.7999877929688,3.819999933242798,5.639999866485596,34.0,0.0,1597828480.0,1597869696.0,0.029999999329447746,0.0,,0.009999999776482582,16093.0,1.0,261.6000061035156,,,,,,3530.60009765625,,,,,
20 de ago de 2020 09:14:40,Deslocamento,Pedalada,,1420,"5,2",,,false,,Branquela,,16.0,1420.0,1060.0,5204.2001953125,15.199999809265137,4.909622669219971,79.26111602783203,63.86109924316406,684.5999755859375,711.7999877929688,41.70000076293945,0.29591482877731323,,,,,,,,290.8357238769531,343.73907470703125,,,,,,,,,,,,,,0.0,,0.0,,1.0,,1597913984.0,2.0,16.15999984741211,16.15999984741211,13.949999809265137,0.8700000047683716,1018.0999755859375,1.590000033378601,1.6299999952316284,218.0,0.009100000374019146,1597914880.0,1597956096.0,0.07000000029802322,0.029999999329447746,5.0,0.41999998688697815,11139.0,0.0,262.5,,,,,,4425.2998046875,,,,,
21 de ago de 2020 15:08:06,Deslocamento,Pedalada,,1486,"5,37",,,false,,Branquela,,16.0,1486.0,1192.0,5378.0,12.0,4.511744976043701,125.42684173583984,141.7270050048828,684.5999755859375,760.5,37.599998474121094,-0.30308663845062256,,,,,,,,241.14401245117188,320.4996643066406,,,,,,,,,4.0,,,,,0.0,13.0,0.0,,1.0,,1598022016.0,3.0,15.279999732971191,15.279999732971191,12.720000267028809,0.8500000238418579,1021.0999755859375,3.1600000858306885,5.840000152587891,199.0,0.20810000598430634,1598001152.0,1598042496.0,0.10999999940395355,0.18000000715255737,5.0,1.0,16093.0,5.0,264.0,,,,,,5008.89990234375,,,,,
22 de ago de 2020 09:32:33,Deslocamento,Pedalada,,1272,"5,17",,,false,,Branquela,,16.0,1272.0,1137.0,5170.10009765625,12.899999618530273,4.5471415519714355,77.0136489868164,66.51360321044922,684.5999755859375,711.2000122070312,25.700000762939453,0.2030908465385437,,,,,,,,247.7085418701172,314.0343322753906,,,,,,,,,4.0,,,,,0.0,12.0,0.0,,1.0,,1598086784.0,5.0,12.329999923706055,12.329999923706055,9.729999542236328,0.8399999737739563,1021.9000244140625,3.7899999618530273,7.53000020980835,206.0,1.8039000034332275,1598087552.0,1598129024.0,0.15000000596046448,0.47999998927116394,5.0,1.0,4144.0,0.0,265.3999938964844,,,,,,4361.0,,,,,
23 de ago de 2020 12:14:17,Deslocamento,Pedalada,,4063,"6,32",,,false,,Branquela,,16.0,4063.0,1987.0,6323.5,12.600000381469727,3.1824357509613037,76.05378723144531,75.95379638671875,684.5999755859375,711.5,20.799999237060547,0.0015814027283340693,,,,,,,,204.68231201171875,453.4739990234375,,,,,,,,,4.0,,,,,0.0,22.0,0.0,,1.0,,1598183936.0,3.0,13.170000076293945,13.170000076293945,8.619999885559082,0.7400000095367432,1026.300048828125,2.700000047683716,4.340000152587891,190.0,0.0,1598173952.0,1598215424.0,0.1899999976158142,0.0,,0.9599999785423279,16093.0,3.0,268.1000061035156,,,,,,2875.60009765625,,,,,
24 de ago de 2020 09:14:52,Deslocamento,Pedalada,,1353,"5,59",,,false,,Branquela,,16.0,1353.0,1090.0,5595.60009765625,14.399999618530273,5.133577823638916,87.42200469970703,70.72200012207031,684.5999755859375,713.2999877929688,21.399999618530273,0.298448771238327,,,,,,,,269.695068359375,327.7738037109375,,,,,,,,,4.0,,,,,0.0,12.0,0.0,,1.0,,1598259584.0,2.0,8.140000343322754,7.659999847412109,5.960000038146973,0.8600000143051147,1023.4000244140625,1.3899999856948853,2.3399999141693115,238.0,0.0,1598260224.0,1598301824.0,0.2199999988079071,0.0,,0.6800000071525574,10747.0,0.0,262.3999938964844,,,,,,4664.10009765625,,,,,
26 de ago de 2020 20:47:58,Deslocamento,Pedalada,,3134,"5,21",,,false,,Branquela,,16.0,3134.0,1028.0,5209.7001953125,12.699999809265137,5.067801475524902,43.64512634277344,50.84510040283203,684.5999755859375,717.0999755859375,26.700000762939453,-0.13820374011993408,,,,,,,,220.7362823486328,253.01202392578125,,,,,,,,,4.0,,,,,0.0,11.0,0.0,,1.0,,1598471936.0,1.0,19.75,19.75,12.289999961853027,0.6200000047683716,1018.7999877929688,2.990000009536743,3.740000009536743,184.0,0.0,1598432896.0,1598474624.0,0.28999999165534973,0.0,,0.17000000178813934,16093.0,0.0,255.60000610351562,,,,,,3498.800048828125,,,,,
27 de ago de 2020 09:55:16,Deslocamento,Pedalada,,1514,"5,69",,,false,,Branquela,,16.0,1514.0,1177.0,5689.2998046875,15.800000190734863,4.8337297439575195,79.91763305664062,67.31759643554688,684.5999755859375,712.5,26.399999618530273,0.22146837413311005,,,,,,,,244.29904174804688,320.6070251464844,,,,,,,,,,,,,,0.0,,0.0,,1.0,,1598518784.0,1.0,9.829999923706055,9.829999923706055,7.230000019073486,0.8399999737739563,1021.2999877929688,1.149999976158142,1.4700000286102295,269.0,0.0,1598519296.0,1598561024.0,0.33000001311302185,0.0,,0.0,16093.0,0.0,259.0,,,,,,4648.10009765625,,,,,
27 de ago de 2020 20:21:37,Deslocamento,Pedalada,,1372,"5,11",,,false,,Branquela,,16.0,1372.0,845.0,5113.0,15.100000381469727,6.050887584686279,113.88047790527344,120.4800033569336,683.5,760.5,35.70000076293945,-0.12908272445201874,,,,,,,,199.5440216064453,188.00537109375,,,,,,,,,4.0,,,,,0.0,9.0,0.0,,1.0,,1598558464.0,1.0,21.700000762939453,21.700000762939453,14.3100004196167,0.6299999952316284,1018.5999755859375,2.640000104904175,2.8499999046325684,62.0,0.0,1598519296.0,1598561024.0,0.33000001311302185,0.0,,0.2800000011920929,16093.0,0.0,258.6000061035156,,,,,,4847.89990234375,,,,,
28 de ago de 2020 09:57:02,Deslocamento,Pedalada,,1711,"6,38",,,false,,Branquela,,16.0,1711.0,1378.0,6380.89990234375,17.600000381469727,4.630551338195801,82.8492660522461,69.94930267333984,684.5999755859375,711.2000122070312,29.399999618530273,0.20216584205627441,,,,,,,,203.5638427734375,312.7699890136719,,,,,,,,,4.0,,,,,0.0,15.0,0.0,,1.0,,1598605184.0,2.0,16.010000228881836,16.010000228881836,14.0600004196167,0.8799999952316284,1020.5999755859375,1.940000057220459,4.420000076293945,47.0,0.039000000804662704,1598605696.0,1598647552.0,0.36000001430511475,0.019999999552965164,5.0,0.7699999809265137,14877.0,0.0,260.0,,,,,,5200.7001953125,,,,,
28 de ago de 2020 16:06:21,Deslocamento,Pedalada,,1267,"5,17",,,false,,Branquela,,16.0,1267.0,1037.0,5169.5,14.5,4.985053062438965,42.252498626708984,61.65250015258789,684.0,722.5999755859375,25.799999237060547,-0.3752780854701996,,,,,,,,246.85731506347656,285.42962646484375,,,,,,,,,4.0,,,,,0.0,11.0,0.0,,1.0,,1598630400.0,3.0,23.479999542236328,23.479999542236328,14.59000015258789,0.5699999928474426,1019.4000244140625,2.9800000190734863,3.6600000858306885,30.0,0.0,1598605696.0,1598647552.0,0.36000001430511475,0.0,,0.9200000166893005,16093.0,5.0,261.5,,,,,,2875.5,,,,,
29 de ago de 2020 09:12:06,Deslocamento,Pedalada,,829,"4,88",,,false,,Branquela,,16.0,829.0,753.0,4887.60009765625,13.600000381469727,6.4908366203308105,58.0528564453125,64.65290069580078,684.5999755859375,711.2999877929688,15.899999618530273,-0.13503560423851013,,,,,,,,267.2731018066406,224.4010772705078,,,,,,,,,4.0,,,,,0.0,8.0,0.0,,1.0,,1598691584.0,3.0,16.260000228881836,16.280000686645508,14.5600004196167,0.8999999761581421,1018.5999755859375,1.9500000476837158,4.929999828338623,26.0,0.03610000014305115,1598691968.0,1598733952.0,0.4000000059604645,0.019999999552965164,5.0,0.9900000095367432,16093.0,0.0,265.0,,,,,,4561.7998046875,,,,,
30 de ago de 2020 11:40:15,Deslocamento,Pedalada,,1604,"5,75",,,false,,Branquela,,16.0,1604.0,1045.0,5750.7001953125,13.199999809265137,5.5030622482299805,31.961427688598633,40.86140060424805,680.7000122070312,719.2999877929688,15.0,-0.15476377308368683,,,,,,,,235.7760009765625,274.7203063964844,,,,,,,,,,,,,,0.0,,0.0,,1.0,,1598785152.0,1.0,18.639999389648438,18.639999389648438,13.75,0.7300000190734863,1019.5999755859375,3.6500000953674316,6.239999771118164,2.0,0.0,1598778368.0,1598820352.0,0.4300000071525574,0.0,,0.0,16093.0,2.0,264.29998779296875,,,,,,3377.0,,,,,
5 de set de 2020 10:11:13,Pedalada matinal,Pedalada,,9576,"35,52",,,false,,Branquela,,16.0,9576.0,7920.0,35527.6015625,16.200000762939453,4.4858078956604,798.9493408203125,801.448974609375,531.5999755859375,798.5999755859375,48.599998474121094,-0.007036782801151276,,,,,,,,227.15638732910156,2005.96923828125,,,,,,,,,3.0,,,,,0.0,66.0,0.0,,1.0,,1599299968.0,1.0,14.729999542236328,14.729999542236328,11.170000076293945,0.7900000214576721,1022.4000244140625,0.9100000262260437,1.3899999856948853,210.0,0.0,1599296384.0,1599338880.0,0.6200000047683716,0.0,,0.2800000011920929,16093.0,0.0,278.70001220703125,,,,,,11491.400390625,,,,,
9 de set de 2020 09:42:39,Corrida matinal,Corrida,,1630,"3,71",,,false,,Nike Air,,,1630.0,1564.0,3711.10009765625,5.900000095367432,2.372826099395752,137.1954803466797,152.59500122070312,697.4000244140625,761.0999755859375,45.0,-0.4149712920188904,,,,,,,,,480.6512756347656,,,,,,,,,4.0,,,,,0.0,17.0,0.0,,1.0,4646.0,1599641984.0,2.0,15.050000190734863,15.050000190734863,12.789999961853027,0.8600000143051147,1019.5,0.5199999809265137,0.7799999713897705,21.0,0.0,1599641728.0,1599684480.0,0.7400000095367432,0.0,,0.699999988079071,6195.0,0.0,265.0,,,,,,0.0,,,,,
12 de set de 2020 09:27:11,"Uma rapidinha, para n ficar parado",Pedalada,,4139,"25,42",,,false,,Branquela,,16.0,4139.0,3856.0,25420.80078125,16.200000762939453,6.592531204223633,346.1860656738281,345.1860046386719,693.9000244140625,887.9000244140625,15.300000190734863,0.003933786414563656,,,,,,,,257.22271728515625,1105.914794921875,,,,,,,,,4.0,,,,,0.0,42.0,0.0,,1.0,,1599901184.0,2.0,15.34000015258789,15.34000015258789,12.619999885559082,0.8399999737739563,1018.2000122070312,1.399999976158142,1.75,358.0,0.0,1599900800.0,1599943680.0,0.8299999833106995,0.0,,0.6100000143051147,16093.0,0.0,272.1000061035156,,,,,,8968.099609375,,,,,
19 de set de 2020 09:56:11,"Miragem Café + Reconhecimento de trajeto novo, Miragem Café para obrigatória.",Pedalada,,14493,"68,94",,,false,,Branquela,,16.0,14493.0,12765.0,68944.6015625,17.5,5.401065349578857,940.4501342773438,941.75,468.79998779296875,798.7000122070312,34.5,-0.0018855718662962317,,,,,,,,214.768798828125,3056.8017578125,,,,,,,,,5.0,,,,,0.0,230.0,0.0,,1.0,,1600505984.0,2.0,17.959999084472656,17.959999084472656,10.4399995803833,0.6100000143051147,1013.2999877929688,3.0,3.0,0.0,0.0,1600505216.0,1600548608.0,0.10000000149011612,0.0,,0.3799999952316284,16093.0,0.0,277.5,,,,,,11466.5,,,,,
